experiment_id,timestamp,repository,model,experiment_source,training_success,duration_seconds,hyperparam_epochs,hyperparam_learning_rate,hyperparam_batch_size,hyperparam_dropout,hyperparam_weight_decay,hyperparam_seed,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,perf_test_accuracy,perf_best_val_accuracy,perf_accuracy,perf_test_loss,perf_map,perf_rank1,perf_rank5,perf_precision,perf_recall,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,retries
mutation_1x__Person_reID_baseline_pytorch_hrnet18_067,2025-11-21T23:45:32.530490,Person_reID_baseline_pytorch,hrnet18,mutation_1x,True,4096.270125865936,,,,0.39325138309362845,,,,,,,,,,0.76057,0.911817,0.968824,,,130743.55,10217.25,140960.8,976659.4500000009,245.14544427710865,254.75,13.71,64.03589357429719,75.0,81.81501004016064,83.0,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_068,2025-11-22T00:57:31.522447,Person_reID_baseline_pytorch,hrnet18,mutation_1x,True,4258.518368005753,,,,,,7466,,,,,,,,0.75902,0.908551,0.965855,,,135124.62,10736.5,145861.12,1000378.6000000018,241.40410231660277,256.85,10.88,67.06853281853282,78.0,80.49589768339769,83.0,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_069_parallel,2025-11-22T02:44:19.100222,Person_reID_baseline_pytorch,hrnet18,mutation_1x,True,6316.9145221710205,79,,,,,,,,,,,,,0.771615,0.908848,0.967637,,,278111.52,17024.63,295136.15,1407630.3500000052,229.25575732899108,257.17,5.05,54.09820846905537,72.0,79.57540716612378,82.0,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_070_parallel,2025-11-22T04:05:18.438684,Person_reID_baseline_pytorch,hrnet18,mutation_1x,True,4768.644503116608,,0.051710452095656334,,,,,,,,,,,,0.651117,0.849762,0.943587,,,209761.22,12836.7,222597.92,1067138.1800000025,230.23477454153237,258.74,4.87,54.47119741100324,73.0,79.41359223300971,82.0,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_071_parallel,2025-11-22T05:26:27.550638,Person_reID_baseline_pytorch,hrnet18,mutation_1x,True,4778.596744775772,,,,0.4659918352659752,,,,,,,,,,0.731417,0.891924,0.960511,,,210455.74,12904.84,223360.58,1065103.2299999993,229.3503940568474,252.46,4.87,54.52260981912145,83.0,79.35615848406546,82.0,0
mutation_1x__Person_reID_baseline_pytorch_hrnet18_072_parallel,2025-11-22T06:50:34.618361,Person_reID_baseline_pytorch,hrnet18,mutation_1x,True,4956.3532247543335,,,,,,1928,,,,,,,,0.757583,0.905285,0.965558,,,218162.82,13175.61,231338.43,1094394.450000004,227.19419763338257,251.18,5.01,57.377620925887484,76.0,79.39007681129334,82.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_073,2025-11-22T08:03:23.729905,Person_reID_baseline_pytorch,pcb,mutation_1x,True,4308.737013101578,65,,,,,,,,,,,,,0.772372,0.923694,0.9712,,,144873.16,11011.65,155884.81,999018.2899999986,238.37229539489348,319.51,11.47,96.74707706991171,100.0,77.8415652588881,83.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_074,2025-11-22T09:11:04.454081,Person_reID_baseline_pytorch,pcb,mutation_1x,True,4000.3850185871124,,0.03468787712919936,,,,,,,,,,,,0.778531,0.928741,0.973278,,,134638.66,10279.43,144918.09,924745.9499999997,237.72389460154236,319.4,9.63,96.53727506426735,100.0,77.74113110539845,83.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_075,2025-11-22T10:18:46.632032,Person_reID_baseline_pytorch,pcb,mutation_1x,True,4001.845580101013,,,,0.4343877121066294,,,,,,,,,,0.77555,0.92696,0.972684,,,134686.7,10367.78,145054.48,918986.4700000018,236.1825931637116,319.42,10.92,96.57080442045746,100.0,77.84939604214854,84.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_076,2025-11-22T11:30:57.314246,Person_reID_baseline_pytorch,pcb,mutation_1x,True,4270.355304956436,,,,,,9463,,,,,,,,0.775916,0.926663,0.974466,,,143037.18,10962.75,153999.93,1003785.8100000017,241.70137490970424,316.39,12.9,96.77245364796532,100.0,79.9626775824705,84.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_077_parallel,2025-11-22T12:37:17.132983,Person_reID_baseline_pytorch,pcb,mutation_1x,True,3889.471378326416,57,,,,,,,,,,,,,0.777221,0.925475,0.970606,,,178372.28,10855.35,189227.63,861411.4600000021,228.06763568970138,319.51,4.81,95.78130791633572,99.0,77.89647868678846,84.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_078_parallel,2025-11-22T13:46:54.274785,Person_reID_baseline_pytorch,pcb,mutation_1x,True,4086.688663005829,,0.025426323400782515,,,,,,,,,,,,0.773998,0.924881,0.974466,,,187346.26,11397.53,198743.79,895606.3100000017,225.65036785084448,319.2,4.87,96.09171075837743,99.0,77.7785336356765,84.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_079_parallel,2025-11-22T14:56:51.654270,Person_reID_baseline_pytorch,pcb,mutation_1x,True,4106.948562860489,,,,0.4034709109258052,,,,,,,,,,0.777074,0.932304,0.973872,,,188412.29,11426.58,199838.87,892488.5800000003,223.79352557673027,319.38,5.05,95.9358074222668,99.0,77.8986960882648,84.0,0
mutation_1x__Person_reID_baseline_pytorch_pcb_080_parallel,2025-11-22T16:11:16.305880,Person_reID_baseline_pytorch,pcb,mutation_1x,True,4374.126839399338,,,,,,7650,,,,,,,,0.77613,0.925178,0.972981,,,200032.66,11971.83,212004.49,971081.2600000023,228.54348317251174,316.98,4.84,96.35420098846788,100.0,79.71452106377971,84.0,0
mutation_2x_safe__examples_mnist_013,2025-11-22T20:39:49.786954,examples,mnist,mutation_2x_safe,True,358.06739616394043,13,,,,,,,,,99.0,,,0.0299,,,,,,23646.97,1762.01,25408.98,63329.56000000008,184.0975581395351,313.58,151.14,99.82558139534883,100.0,69.24709302325581,74.0,0
mutation_2x_safe__examples_mnist_014,2025-11-22T20:43:40.671372,examples,mnist,mutation_2x_safe,True,170.8779911994934,6,,,,,,,,,99.0,,,0.0331,,,,,,11236.85,835.57,12072.42,30136.539999999997,183.75939024390243,184.77,183.04,100.0,100.0,69.0,69.0,0
mutation_2x_safe__examples_mnist_015,2025-11-22T20:51:08.073969,examples,mnist,mutation_2x_safe,True,387.38945269584656,,0.019651311407683742,,,,,,,,98.0,,,0.0755,,,,,,25618.49,1909.28,27527.77,68657.36,184.0679892761394,312.49,160.34,99.91420911528151,100.0,69.95710455764075,74.0,0
mutation_2x_safe__examples_mnist_016,2025-11-22T20:58:34.289006,examples,mnist,mutation_2x_safe,True,386.20207357406616,,0.010255122505192121,,,,,,,,97.0,,,0.1166,,,,,,25541.85,1894.56,27436.41,69653.63000000002,187.24094086021512,317.99,128.4,99.39784946236558,100.0,70.18817204301075,75.0,0
mutation_2x_safe__examples_mnist_017,2025-11-22T21:05:58.923136,examples,mnist,mutation_2x_safe,True,384.6211133003235,,,,,,7185,,,,99.0,,,0.0277,,,,,,25426.59,1892.32,27318.91,68248.81,184.45624324324325,313.28,179.58,99.98378378378378,100.0,69.61621621621622,74.0,0
mutation_2x_safe__examples_mnist_018,2025-11-22T21:13:23.872393,examples,mnist,mutation_2x_safe,True,384.9363088607788,,,,,,4829,,,,99.0,,,0.0271,,,,,,25427.94,1885.14,27313.08,68420.5900000001,184.92051351351378,308.72,147.16,99.77837837837838,100.0,69.05675675675676,74.0,0
mutation_2x_safe__examples_mnist_019_parallel,2025-11-22T21:21:26.044088,examples,mnist,mutation_2x_safe,True,392.15458369255066,14,,,,,,,,,99.0,,,0.0276,,,,,,26711.68,1970.03,28681.71,70487.94999999994,186.97068965517227,319.13,134.7,99.22546419098143,100.0,69.3315649867374,74.0,0
mutation_2x_safe__examples_mnist_020_parallel,2025-11-22T21:28:06.179476,examples,mnist,mutation_2x_safe,True,310.1195459365845,11,,,,,,,,,99.0,,,0.0298,,,,,,21126.36,1560.5,22686.86,55564.96999999998,186.45963087248316,318.84,166.66,99.54697986577182,100.0,69.2248322147651,75.0,0
mutation_2x_safe__examples_mnist_021_parallel,2025-11-22T21:36:09.234240,examples,mnist,mutation_2x_safe,True,393.0354254245758,,0.015698889306568164,,,,,,,,97.0,,,0.0877,,,,,,26775.33,1977.83,28753.16,69313.69999999998,183.36957671957668,295.12,146.62,99.75132275132275,100.0,69.03968253968254,74.0,0
mutation_2x_safe__examples_mnist_022_parallel,2025-11-22T21:44:12.357098,examples,mnist,mutation_2x_safe,True,393.10450649261475,,0.0065029006438997675,,,,,,,,95.0,,,0.158,,,,,,26772.25,1979.35,28751.6,70010.01999999995,185.21169312169297,318.77,135.78,99.62698412698413,100.0,69.03174603174604,74.0,0
mutation_2x_safe__examples_mnist_023_parallel,2025-11-22T21:52:16.213721,examples,mnist,mutation_2x_safe,True,393.8383581638336,,,,,,9973,,,,99.0,,,0.0283,,,,,,26848.86,1987.17,28836.03,70271.69999999997,185.90396825396817,317.78,128.13,99.06878306878306,100.0,69.16931216931216,75.0,0
mutation_2x_safe__examples_mnist_024_parallel,2025-11-22T22:00:19.146683,examples,mnist,mutation_2x_safe,True,392.9137558937073,,,,,,2874,,,,99.0,,,0.0273,,,,,,26781.62,1976.55,28758.17,69644.07999999999,184.24359788359786,316.55,137.37,99.29100529100529,100.0,69.16666666666667,75.0,0
mutation_2x_safe__examples_mnist_rnn_025,2025-11-22T22:09:01.413570,examples,mnist_rnn,mutation_2x_safe,True,462.2524371147156,12,,,,,,,,,95.0,,,0.1593,,,,,,29379.98,2174.97,31554.95,79899.55000000005,185.38178654292355,307.61,161.44,99.90023201856148,100.0,69.34106728538283,74.0,0
mutation_2x_safe__examples_mnist_rnn_026,2025-11-22T22:18:09.089180,examples,mnist_rnn,mutation_2x_safe,True,487.66228342056274,13,,,,,,,,,95.0,,,0.1581,,,,,,30612.99,2263.13,32876.12,83053.29999999996,182.5347252747252,317.94,123.49,99.810989010989,100.0,68.7054945054945,73.0,0
mutation_2x_safe__examples_mnist_rnn_027,2025-11-22T22:28:06.435318,examples,mnist_rnn,mutation_2x_safe,True,537.3316898345947,,0.00939086953511794,,,,,,,,59.0,,,1.3358,,,,,,34124.36,2544.62,36668.98,92317.97999999997,184.26742514970053,319.21,136.64,99.72455089820359,100.0,69.03393213572855,73.0,0
mutation_2x_safe__examples_mnist_rnn_028,2025-11-22T22:38:04.607239,examples,mnist_rnn,mutation_2x_safe,True,538.157674074173,,0.010446078671567546,,,,,,,,61.0,,,1.2663,,,,,,34139.53,2533.7,36673.23,93136.68000000002,185.90155688622758,318.67,133.45,99.34730538922156,100.0,68.9441117764471,73.0,0
mutation_2x_safe__examples_mnist_rnn_029,2025-11-22T22:48:01.851280,examples,mnist_rnn,mutation_2x_safe,True,537.2295589447021,,,,,,8534,,,,96.0,,,0.1507,,,,,,34081.42,2525.24,36606.66,92245.6199999999,184.49123999999978,292.57,143.81,99.6,100.0,68.66,73.0,0
mutation_2x_safe__examples_mnist_rnn_030,2025-11-22T22:58:01.004523,examples,mnist_rnn,mutation_2x_safe,True,539.1388156414032,,,,,,3946,,,,96.0,,,0.1323,,,,,,34187.64,2542.17,36729.81,93414.43999999997,186.08454183266926,316.5,133.3,99.29083665338645,100.0,68.97211155378486,74.0,0
mutation_2x_safe__examples_mnist_rnn_031_parallel,2025-11-22T23:07:12.933906,examples,mnist_rnn,mutation_2x_safe,True,461.9126091003418,12,,,,,,,,,95.0,,,0.1593,,,,,,29290.18,2169.5,31459.68,80595.19999999998,187.43069767441855,298.57,145.04,99.76744186046511,100.0,69.02093023255814,73.0,0
mutation_2x_safe__examples_mnist_rnn_032_parallel,2025-11-22T23:17:41.937757,examples,mnist_rnn,mutation_2x_safe,True,538.9853663444519,14,,,,,,,,,95.0,,,0.1572,,,,,,34198.56,2540.74,36739.3,93321.62000000001,185.89964143426297,319.65,133.92,99.56573705179282,100.0,68.85458167330677,74.0,0
mutation_2x_safe__examples_mnist_rnn_033_parallel,2025-11-22T23:28:09.655637,examples,mnist_rnn,mutation_2x_safe,True,537.6991934776306,,0.00941106227712999,,,,,,,,59.0,,,1.3345,,,,,,34125.63,2545.47,36671.1,92575.46999999999,184.78137724550896,314.94,126.56,99.69261477045909,100.0,68.750499001996,73.0,0
mutation_2x_safe__examples_mnist_rnn_034_parallel,2025-11-22T23:38:32.187913,examples,mnist_rnn,mutation_2x_safe,True,532.513679265976,,0.005403845268352432,,,,,,,,48.0,,,1.6428,,,,,,33692.34,2504.4,36196.74,92518.64999999998,186.52953629032254,312.43,136.16,99.70766129032258,100.0,68.96975806451613,74.0,0
mutation_2x_safe__examples_mnist_rnn_035_parallel,2025-11-22T23:48:42.338455,examples,mnist_rnn,mutation_2x_safe,True,520.1318695545197,,,,,,2878,,,,96.0,,,0.1559,,,,,,32547.98,2416.31,34964.29,90876.18999999999,187.37358762886595,313.37,135.46,99.50103092783505,100.0,69.0659793814433,73.0,0
mutation_2x_safe__examples_mnist_rnn_036_parallel,2025-11-22T23:58:55.798537,examples,mnist_rnn,mutation_2x_safe,True,523.4416875839233,,,,,,6402,,,,96.0,,,0.1412,,,,,,32786.13,2413.83,35199.96,90918.00999999991,186.30739754098343,318.3,123.76,99.63319672131148,100.0,68.91188524590164,73.0,0
mutation_2x_safe__examples_siamese_037,2025-11-23T00:10:17.985363,examples,siamese,mutation_2x_safe,True,622.1741964817047,9,,,,,,,,,100.0,,,0.0,,,,,,41647.64,3041.92,44689.56,115439.56999999988,192.7204841402335,318.05,160.62,99.65275459098497,100.0,69.62103505843072,76.0,0
mutation_2x_safe__examples_siamese_038,2025-11-23T00:18:17.634185,examples,siamese,mutation_2x_safe,True,419.6398825645447,6,,,,,,,,,100.0,,,0.0,,,,,,28058.37,2040.23,30098.6,78442.87999999998,194.16554455445538,316.97,161.43,99.20049504950495,100.0,70.18811881188118,76.0,0
mutation_2x_safe__examples_siamese_039,2025-11-23T00:35:29.134194,examples,siamese,mutation_2x_safe,True,971.4817655086517,,0.01791848780267968,,,,,,,,99.0,,,0.0,,,,,,65135.48,4745.08,69880.56,179847.07000000004,192.1443055555556,318.86,152.16,99.48931623931624,100.0,69.72863247863248,76.0,0
mutation_2x_safe__examples_siamese_040,2025-11-23T00:52:43.493458,examples,siamese,mutation_2x_safe,True,974.3411440849304,,0.005266524371597438,,,,,,,,97.0,,,0.0001,,,,,,65289.0,4751.43,70040.43,178699.1600000002,190.51083155650343,319.02,169.25,99.81343283582089,100.0,69.4051172707889,76.0,0
mutation_2x_safe__examples_siamese_041,2025-11-23T01:09:41.533488,examples,siamese,mutation_2x_safe,True,958.0220112800598,,,,,,313,,,,100.0,,,0.0,,,,,,63991.72,4659.34,68651.06,176605.10999999993,191.33814734561204,318.96,157.71,99.87865655471289,100.0,69.67822318526544,76.0,0
mutation_2x_safe__examples_siamese_042,2025-11-23T01:26:47.368747,examples,siamese,mutation_2x_safe,True,965.8166971206665,,,,,,7426,,,,100.0,,,0.0,,,,,,64699.32,4701.33,69400.65,178498.74999999985,191.93413978494607,317.51,159.21,99.59892473118279,100.0,69.70430107526882,76.0,0
mutation_2x_safe__examples_siamese_043_parallel,2025-11-23T01:44:15.187218,examples,siamese,mutation_2x_safe,True,957.7960288524628,14,,,,,,,,,100.0,,,0.0,,,,,,64213.38,4670.19,68883.57,177063.8699999999,191.83517876489697,318.31,160.73,99.76598049837486,100.0,69.6673889490791,76.0,0
mutation_2x_safe__examples_siamese_044_parallel,2025-11-23T02:02:54.284508,examples,siamese,mutation_2x_safe,True,1029.073748588562,15,,,,,,,,,100.0,,,0.0,,,,,,68863.85,5018.85,73882.7,190734.8299999999,192.46703329969716,317.9,169.67,99.7547931382442,100.0,69.71241170534813,76.0,0
mutation_2x_safe__examples_siamese_045_parallel,2025-11-23T02:20:33.022346,examples,siamese,mutation_2x_safe,True,968.7151687145233,,0.017659375308617237,,,,,,,,99.0,,,0.0,,,,,,64791.58,4738.59,69530.17,177944.4600000001,190.72289389067535,318.62,120.1,99.73633440514469,100.0,69.30975348338693,76.0,0
mutation_2x_safe__examples_siamese_046_parallel,2025-11-23T02:38:04.885950,examples,siamese,mutation_2x_safe,True,961.8410837650299,,0.006757279757204756,,,,,,,,98.0,,,0.0001,,,,,,64458.15,4718.23,69176.38,178745.14999999994,193.02931965442758,317.38,161.1,99.60907127429806,100.0,69.65766738660908,76.0,0
mutation_2x_safe__examples_siamese_047_parallel,2025-11-23T02:55:27.690786,examples,siamese,mutation_2x_safe,True,952.7823159694672,,,,,,4314,,,,100.0,,,0.0,,,,,,63869.72,4666.65,68536.37,177063.53999999986,192.87967320261424,319.21,157.61,99.73856209150327,100.0,69.640522875817,76.0,0
mutation_2x_safe__examples_siamese_048_parallel,2025-11-23T03:12:59.611524,examples,siamese,mutation_2x_safe,True,961.8982775211334,,,,,,1868,,,,100.0,,,0.0,,,,,,64447.77,4704.81,69152.58,178513.15000000029,192.5708198489755,317.34,162.02,99.70010787486515,100.0,69.68392664509169,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_049,2025-11-23T04:06:31.337993,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,3151.6846985816956,254,,,,,,,,,91.9,91.9,,,,,,,,210862.51,15933.22,226795.73,582694.1799999988,192.0547725774551,320.42,165.02,99.751153592617,100.0,69.33025708635465,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_050,2025-11-23T04:32:18.925200,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,1487.5671219825745,119,,,,,,,,,91.96,91.96,,,,,,,,99453.37,7499.53,106952.9,274435.1500000002,191.6446578212292,320.16,142.0,99.63617318435755,100.0,69.2604748603352,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_051,2025-11-23T05:14:39.684713,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2480.7268114089966,,0.1481245342295328,,,,,,,,92.13,92.13,,,,,,,,165909.39,12524.17,178433.56,457408.6400000011,191.5446566164159,320.74,112.54,99.65284757118928,100.0,69.24748743718592,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_052,2025-11-23T05:57:05.363046,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2485.645272254944,,0.07355788173855166,,,,,,,,91.49,91.49,,,,,,,,166315.01,12621.97,178936.98,462411.71999999945,193.23515252820704,320.52,145.47,99.66025908900961,100.0,69.59465106560802,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_053,2025-11-23T06:39:23.009756,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2477.6136877536774,,,,,0.0002971181180336702,,,,,92.61,92.61,,,,,,,,165540.46,12520.13,178060.59,459531.3599999987,192.67562264150888,319.93,111.64,99.48301886792453,100.0,69.27002096436058,77.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_054,2025-11-23T07:21:40.148689,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2477.1059532165527,,,,,2.2684325677923867e-05,,,,,90.79,90.79,,,,,,,,165671.94,12480.49,178152.43,462604.46999999974,193.96413836477976,320.51,155.2,99.75974842767296,100.0,69.52914046121593,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_055,2025-11-23T08:05:18.525822,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2558.3432331085205,,,,,,5398,,,,91.71,91.72,,,,,,,,171381.46,12970.15,184351.61,476883.1700000002,193.61882663418604,320.6,162.22,99.75883069427528,100.0,69.44498578968738,77.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_056,2025-11-23T08:48:57.677822,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2559.118467092514,,,,,,1733,,,,91.8,91.81,,,,,,,,171440.8,12957.85,184398.65,474760.21000000107,192.67865665584458,320.13,140.11,99.66396103896103,100.0,69.4375,77.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_057_parallel,2025-11-23T09:29:04.789250,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2317.076539039612,183,,,,,,,,,91.53,91.53,,,,,,,,156401.05,11868.02,168269.07,428922.3,192.42812920592192,319.7,146.81,99.71332436069987,100.0,69.60340960071781,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_058_parallel,2025-11-23T10:13:53.761613,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2598.932372570038,206,,,,,,,,,91.42,91.42,,,,,,,,175070.8,13211.1,188281.9,477460.9799999993,190.90802878848433,321.25,158.67,99.7281087564974,100.0,69.3406637345062,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_059_parallel,2025-11-23T10:57:44.246857,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2540.445773601532,,0.08371072259455616,,,,,,,,91.64,91.64,,,,,,,,170872.59,12885.17,183757.76,464911.08999999956,190.22548690671013,320.42,160.95,99.7479541734861,100.0,69.61252045826514,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_060_parallel,2025-11-23T11:41:52.605963,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2558.304764032364,,0.06235983265838423,,,,,,,,91.57,91.57,,,,,,,,172454.82,13026.39,185481.21,468051.2699999992,190.18743193823616,319.8,160.34,99.77610727346607,100.0,69.80698902885005,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_061_parallel,2025-11-23T12:25:53.466159,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2550.820518016815,,,,,0.0004497638693981958,,,,,92.71,92.71,,,,,,,,172322.12,12959.84,185281.96,466452.12999999966,190.07829258353695,320.53,162.2,99.82029339853301,100.0,70.02607986960065,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_062_parallel,2025-11-23T13:09:39.652187,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2536.14670419693,,,,,1.0698983273442617e-05,,,,,90.86,90.86,,,,,,,,171563.18,12917.8,184480.98,463679.19000000064,190.03245491803304,319.82,147.58,99.6827868852459,100.0,70.12704918032787,76.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_063_parallel,2025-11-23T13:54:37.472048,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2607.779836654663,,,,,,7470,,,,91.59,91.58,,,,,,,,176352.78,13214.53,189567.31,475076.16999999864,189.34881227580655,321.15,150.84,99.79075328816262,100.0,70.04862495017936,77.0,0
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_064_parallel,2025-11-23T14:39:39.820436,pytorch_resnet_cifar10,resnet20,mutation_2x_safe,True,2612.308449268341,,,,,,248,,,,91.72,91.72,,,,,,,,176814.22,13196.34,190010.56,478213.1200000007,190.29571030640696,320.7,129.62,99.72741742936729,100.0,70.38718662952647,77.0,0
mutation_2x_safe__MRT-OAST_default_065,2025-11-23T14:41:49.373059,MRT-OAST,default,mutation_2x_safe,True,69.54740881919861,8,,,,,,,,,,,,,,,,,,4579.8,323.48,4903.28,11939.529999999997,178.20194029850742,185.52,176.95,100.0,100.0,69.0,69.0,0
mutation_2x_safe__MRT-OAST_default_066,2025-11-23T14:43:44.698618,MRT-OAST,default,mutation_2x_safe,True,55.32273888587952,6,,,,,,,,,,,,,,,,,,3638.33,255.55,3893.88,9843.29,185.7224528301887,186.61,183.59,100.0,100.0,69.26415094339623,70.0,0
mutation_2x_safe__MRT-OAST_default_067,2025-11-23T14:45:40.010123,MRT-OAST,default,mutation_2x_safe,True,55.3084614276886,,0.0001421554593713127,,,,,,,,,,,,,,,,,3633.43,255.15,3888.58,9839.840000000002,185.65735849056608,186.83,183.55,100.0,100.0,69.66037735849056,70.0,0
mutation_2x_safe__MRT-OAST_default_068,2025-11-23T14:47:35.411815,MRT-OAST,default,mutation_2x_safe,True,55.39889121055603,,0.00012638101963257026,,,,,,,,,,,,,,,,,3638.39,255.67,3894.06,9826.090000000002,185.39792452830193,186.74,183.27,100.0,100.0,69.54716981132076,70.0,0
mutation_2x_safe__MRT-OAST_default_069,2025-11-23T14:49:28.821158,MRT-OAST,default,mutation_2x_safe,True,53.4063925743103,,,,0.18813321614567025,,,,,,,,,,,,,,,3505.89,247.02,3752.91,9508.029999999999,186.4319607843137,193.01,176.65,99.82352941176471,100.0,69.96078431372548,70.0,0
mutation_2x_safe__MRT-OAST_default_070,2025-11-23T14:51:24.121015,MRT-OAST,default,mutation_2x_safe,True,55.297078371047974,,,,0.2826976906141293,,,,,,,,,,,,,,,3636.81,254.56,3891.37,9719.179999999998,183.3807547169811,185.02,181.79,100.0,100.0,69.0,69.0,0
mutation_2x_safe__MRT-OAST_default_071,2025-11-23T14:53:19.456159,MRT-OAST,default,mutation_2x_safe,True,55.332128047943115,,,,,1.2014817199326253e-05,,,,,,,,,,,,,,3639.19,256.64,3895.83,9478.340000000002,178.83660377358495,185.67,176.95,100.0,100.0,69.0,69.0,0
mutation_2x_safe__MRT-OAST_default_072,2025-11-23T14:55:13.250670,MRT-OAST,default,mutation_2x_safe,True,53.791667222976685,,,,,0.0007079312129793747,,,,,,,,,,,,,,3529.39,249.56,3778.95,9543.159999999998,187.12078431372547,206.83,179.77,99.84313725490196,100.0,69.23529411764706,70.0,0
mutation_2x_safe__MRT-OAST_default_073,2025-11-23T14:57:08.334302,MRT-OAST,default,mutation_2x_safe,True,55.0807409286499,,,,,,2900,,,,,,,,,,,,,3620.26,256.85,3877.11,10039.979999999996,189.4335849056603,190.95,187.4,100.0,100.0,70.0,70.0,0
mutation_2x_safe__MRT-OAST_default_074,2025-11-23T14:59:02.825924,MRT-OAST,default,mutation_2x_safe,True,54.488895416259766,,,,,,5734,,,,,,,,,,,,,3580.16,254.9,3835.06,9657.450000000003,185.72019230769234,291.69,164.13,98.17307692307692,100.0,70.11538461538461,75.0,0
mutation_2x_safe__MRT-OAST_default_075_parallel,2025-11-23T15:01:28.684095,MRT-OAST,default,mutation_2x_safe,True,55.84200406074524,9,,,,,,,,,,,,,,,,,,3704.96,249.27,3954.23,8853.460000000001,184.44708333333335,185.1,183.18,100.0,100.0,69.875,70.0,0
mutation_2x_safe__MRT-OAST_default_076_parallel,2025-11-23T15:03:54.355306,MRT-OAST,default,mutation_2x_safe,True,55.662376165390015,14,,,,,,,,,,,,,,,,,,3696.71,248.39,3945.1,8683.909999999996,184.76404255319142,185.5,183.66,100.0,100.0,69.2127659574468,70.0,0
mutation_2x_safe__MRT-OAST_default_077_parallel,2025-11-23T15:06:19.935681,MRT-OAST,default,mutation_2x_safe,True,55.57103419303894,,5.5942843488018006e-05,,,,,,,,,,,,,,,,,3686.29,247.85,3934.14,8852.29,184.42270833333336,185.22,182.98,100.0,100.0,69.22916666666667,70.0,0
mutation_2x_safe__MRT-OAST_default_078_parallel,2025-11-23T15:08:45.641642,MRT-OAST,default,mutation_2x_safe,True,55.69662070274353,,7.929191325686191e-05,,,,,,,,,,,,,,,,,3697.21,247.68,3944.89,8884.600000000002,185.0958333333334,186.05,184.15,100.0,100.0,69.20833333333333,70.0,0
mutation_2x_safe__MRT-OAST_default_079_parallel,2025-11-23T15:11:11.472981,MRT-OAST,default,mutation_2x_safe,True,55.821308851242065,,,,0.1604001989177411,,,,,,,,,,,,,,,3704.36,248.89,3953.25,8721.629999999997,181.70062499999995,190.58,180.23,100.0,100.0,69.0,69.0,0
